dimension,index,indicator,source_desc,statisticcat_desc,short_desc,commodity_desc,note,metric,variable_name,definition,axis_name,units
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Safflower yield,yieldSafflower,Safflower yield measured in lb acre,yieldSafflower,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sugarbeets yield,yieldSugarbeets,Sugarbeets yield measured in tons acre,yieldSugarbeets,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sunflower yield,yieldSunflower,Sunflower yield measured in lb acre,yieldSunflower,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sunflower non oil type yield,yieldSunflowerNonOilType,Sunflower non oil type yield measured in lb acre,yieldSunflowerNonOilType,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sunflower oil type yield,yieldSunflowerOilType,Sunflower oil type yield measured in lb acre,yieldSunflowerOilType,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Almonds utilized yield,yieldAlmondsUtilized,Almonds utilized yield measured in lb acre,yieldAlmondsUtilized,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Apples yield,yieldApples,Apples yield measured in lb acre,yieldApples,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Apricots yield,yieldApricots,Apricots yield measured in tons acre,yieldApricots,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Avocados yield,yieldAvocados,Avocados yield measured in tons acre,yieldAvocados,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Blueberries tame yield,yieldBlueberriesTame,Blueberries tame yield measured in lb acre,yieldBlueberriesTame,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Cherries sweet yield,yieldCherriesSweet,Cherries sweet yield measured in tons acre,yieldCherriesSweet,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Grapefruit yield,yieldGrapefruit,Grapefruit yield measured in boxes acre,yieldGrapefruit,boxes/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Grapes yield,yieldGrapes,Grapes yield measured in tons acre,yieldGrapes,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Grapes raisin type yield,yieldGrapesRaisinType,Grapes raisin type yield measured in tons acre,yieldGrapesRaisinType,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Grapes table type yield,yieldGrapesTableType,Grapes table type yield measured in tons acre,yieldGrapesTableType,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Grapes wine type yield,yieldGrapesWineType,Grapes wine type yield measured in tons acre,yieldGrapesWineType,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Kiwifruit yield,yieldKiwifruit,Kiwifruit yield measured in tons acre,yieldKiwifruit,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Nectarines yield,yieldNectarines,Nectarines yield measured in tons acre,yieldNectarines,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Olives yield,yieldOlives,Olives yield measured in tons acre,yieldOlives,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Oranges yield,yieldOranges,Oranges yield measured in boxes acre,yieldOranges,boxes/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Oranges mid navel yield,yieldOrangesMidNavel,Oranges mid navel yield measured in boxes acre,yieldOrangesMidNavel,boxes/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Oranges valencia yield,yieldOrangesValencia,Oranges valencia yield measured in boxes acre,yieldOrangesValencia,boxes/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Peaches yield,yieldPeaches,Peaches yield measured in tons acre,yieldPeaches,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Peaches clingstone yield,yieldPeachesClingstone,Peaches clingstone yield measured in tons acre,yieldPeachesClingstone,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Peaches freestone yield,yieldPeachesFreestone,Peaches freestone yield measured in tons acre,yieldPeachesFreestone,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Pears yield,yieldPears,Pears yield measured in tons acre,yieldPears,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Pistachios utilized yield,yieldPistachiosUtilized,Pistachios utilized yield measured in lb acre,yieldPistachiosUtilized,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Pistachios utilized yield,yieldPistachiosUtilized,Pistachios utilized yield measured in tons acre,yieldPistachiosUtilized,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Plums yield,yieldPlums,Plums yield measured in tons acre,yieldPlums,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Prunes yield,yieldPrunes,Prunes yield measured in tons acre dry basis,yieldPrunes,"tons/acre,drybasis"
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Raspberries yield,yieldRaspberries,Raspberries yield measured in lb acre,yieldRaspberries,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Strawberries yield,yieldStrawberries,Strawberries yield measured in cwt acre,yieldStrawberries,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Tangerines yield,yieldTangerines,Tangerines yield measured in boxes acre,yieldTangerines,boxes/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Walnuts english utilized in shell yield,yieldWalnutsEnglishUtilizedInShell,Walnuts english utilized in shell yield measured in tons acre,yieldWalnutsEnglishUtilizedInShell,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Mushrooms agaricus yield,yieldMushroomsAgaricus,Mushrooms agaricus yield measured in lb sq ft,yieldMushroomsAgaricus,lb/sqft
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Artichokes yield,yieldArtichokes,Artichokes yield measured in cwt acre,yieldArtichokes,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Asparagus yield,yieldAsparagus,Asparagus yield measured in cwt acre,yieldAsparagus,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Beans snap yield,yieldBeansSnap,Beans snap yield measured in cwt acre,yieldBeansSnap,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Carrots yield,yieldCarrots,Carrots yield measured in cwt acre,yieldCarrots,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Celery yield,yieldCelery,Celery yield measured in cwt acre,yieldCelery,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Cucumbers yield,yieldCucumbers,Cucumbers yield measured in cwt acre,yieldCucumbers,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Garlic yield,yieldGarlic,Garlic yield measured in cwt acre,yieldGarlic,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Melons honeydew yield,yieldMelonsHoneydew,Melons honeydew yield measured in cwt acre,yieldMelonsHoneydew,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Onions dry yield,yieldOnionsDry,Onions dry yield measured in cwt acre,yieldOnionsDry,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Peppers bell yield,yieldPeppersBell,Peppers bell yield measured in cwt acre,yieldPeppersBell,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Peppers chile yield,yieldPeppersChile,Peppers chile yield measured in cwt acre,yieldPeppersChile,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Potatoes yield,yieldPotatoes,Potatoes yield measured in cwt acre,yieldPotatoes,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Pumpkins yield,yieldPumpkins,Pumpkins yield measured in cwt acre,yieldPumpkins,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Squash yield,yieldSquash,Squash yield measured in cwt acre,yieldSquash,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sweet corn yield,yieldSweetCorn,Sweet corn yield measured in cwt acre,yieldSweetCorn,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sweet potatoes yield,yieldSweetPotatoes,Sweet potatoes yield measured in cwt acre,yieldSweetPotatoes,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Tomatoes in the open yield,yieldTomatoesInTheOpen,Tomatoes in the open yield measured in cwt acre,yieldTomatoesInTheOpen,cwt/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Beans dry edible pink yield,yieldBeansDryEdiblePink,Beans dry edible pink yield measured in lb acre,yieldBeansDryEdiblePink,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Beans dry edible small red yield,yieldBeansDryEdibleSmallRed,Beans dry edible small red yield measured in lb acre,yieldBeansDryEdibleSmallRed,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Millet proso yield,yieldMilletProso,Millet proso yield measured in bu acre,yieldMilletProso,bu/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sorghum grain yield,yieldSorghumGrain,Sorghum grain yield measured in bu acre,yieldSorghumGrain,bu/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sorghum silage yield,yieldSorghumSilage,Sorghum silage yield measured in tons acre,yieldSorghumSilage,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Corn grain irrigated yield,yieldCornGrainIrrigated,Corn grain irrigated yield measured in bu acre,yieldCornGrainIrrigated,bu/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Corn grain non irrigated yield,yieldCornGrainNonIrrigated,Corn grain non irrigated yield measured in bu acre,yieldCornGrainNonIrrigated,bu/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Soybeans irrigated yield,yieldSoybeansIrrigated,Soybeans irrigated yield measured in bu acre,yieldSoybeansIrrigated,bu/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Soybeans non irrigated yield,yieldSoybeansNonIrrigated,Soybeans non irrigated yield measured in bu acre,yieldSoybeansNonIrrigated,bu/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sugarcane seed yield,yieldSugarcaneSeed,Sugarcane seed yield measured in tons acre,yieldSugarcaneSeed,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sugarcane sugar yield,yieldSugarcaneSugar,Sugarcane sugar yield measured in tons acre,yieldSugarcaneSugar,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Sugarcane sugar seed yield,yieldSugarcaneSugarSeed,Sugarcane sugar seed yield measured in tons acre,yieldSugarcaneSugarSeed,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Tobacco yield,yieldTobacco,Tobacco yield measured in lb acre,yieldTobacco,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Tobacco flue cured class 1 yield,yieldTobaccoFlueCuredClass1,Tobacco flue cured class 1 yield measured in lb acre,yieldTobaccoFlueCuredClass1,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Coffee yield,yieldCoffee,Coffee yield measured in lb acre cherry basis,yieldCoffee,"lb/acre,cherrybasis"
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Coffee yield,yieldCoffee,Coffee yield measured in tons acre,yieldCoffee,tons/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Macadamias utilized yield,yieldMacadamiasUtilized,Macadamias utilized yield measured in lb acre,yieldMacadamiasUtilized,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Papayas yield,yieldPapayas,Papayas yield measured in lb acre,yieldPapayas,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Beans dry edible great northern yield,yieldBeansDryEdibleGreatNorthern,Beans dry edible great northern yield measured in lb acre,yieldBeansDryEdibleGreatNorthern,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Beans dry edible navy yield,yieldBeansDryEdibleNavy,Beans dry edible navy yield measured in lb acre,yieldBeansDryEdibleNavy,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Beans dry edible small white yield,yieldBeansDryEdibleSmallWhite,Beans dry edible small white yield measured in lb acre,yieldBeansDryEdibleSmallWhite,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops yield,yieldHops,Hops yield measured in lb acre,yieldHops,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops amarillo r vgxp 01 yield,yieldHopsAmarilloRVgxp01,Hops amarillo r vgxp 01 yield measured in lb acre,yieldHopsAmarilloRVgxp01,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops apollo tm yield,yieldHopsApolloTm,Hops apollo tm yield measured in lb acre,yieldHopsApolloTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops bravo tm yield,yieldHopsBravoTm,Hops bravo tm yield measured in lb acre,yieldHopsBravoTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops c t z r yield,yieldHopsCTZR,Hops c t z r yield measured in lb acre,yieldHopsCTZR,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops calypso tm yield,yieldHopsCalypsoTm,Hops calypso tm yield measured in lb acre,yieldHopsCalypsoTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops cascade yield,yieldHopsCascade,Hops cascade yield measured in lb acre,yieldHopsCascade,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops cashmere yield,yieldHopsCashmere,Hops cashmere yield measured in lb acre,yieldHopsCashmere,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops centennial yield,yieldHopsCentennial,Hops centennial yield measured in lb acre,yieldHopsCentennial,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops chinook yield,yieldHopsChinook,Hops chinook yield measured in lb acre,yieldHopsChinook,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops citra r hbc 394 yield,yieldHopsCitraRHbc394,Hops citra r hbc 394 yield measured in lb acre,yieldHopsCitraRHbc394,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops cluster yield,yieldHopsCluster,Hops cluster yield measured in lb acre,yieldHopsCluster,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops comet yield,yieldHopsComet,Hops comet yield measured in lb acre,yieldHopsComet,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops crystal yield,yieldHopsCrystal,Hops crystal yield measured in lb acre,yieldHopsCrystal,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops ekuanot r hbc 366 yield,yieldHopsEkuanotRHbc366,Hops ekuanot r hbc 366 yield measured in lb acre,yieldHopsEkuanotRHbc366,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops el dorado r yield,yieldHopsElDoradoR,Hops el dorado r yield measured in lb acre,yieldHopsElDoradoR,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops eureka tm yield,yieldHopsEurekaTm,Hops eureka tm yield measured in lb acre,yieldHopsEurekaTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops experimental yield,yieldHopsExperimental,Hops experimental yield measured in lb acre,yieldHopsExperimental,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops galena yield,yieldHopsGalena,Hops galena yield measured in lb acre,yieldHopsGalena,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops hallertauer magnum yield,yieldHopsHallertauerMagnum,Hops hallertauer magnum yield measured in lb acre,yieldHopsHallertauerMagnum,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops hallertauer mittelfruher yield,yieldHopsHallertauerMittelfruher,Hops hallertauer mittelfruher yield measured in lb acre,yieldHopsHallertauerMittelfruher,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops idaho 7 r yield,yieldHopsIdaho7R,Hops idaho 7 r yield measured in lb acre,yieldHopsIdaho7R,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops idaho gem tm yield,yieldHopsIdahoGemTm,Hops idaho gem tm yield measured in lb acre,yieldHopsIdahoGemTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops lotus yield,yieldHopsLotus,Hops lotus yield measured in lb acre,yieldHopsLotus,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops mosaic r hbc 369 yield,yieldHopsMosaicRHbc369,Hops mosaic r hbc 369 yield measured in lb acre,yieldHopsMosaicRHbc369,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops mt rainier yield,yieldHopsMtRainier,Hops mt rainier yield measured in lb acre,yieldHopsMtRainier,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops northern brewer yield,yieldHopsNorthernBrewer,Hops northern brewer yield measured in lb acre,yieldHopsNorthernBrewer,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops other yield,yieldHopsOther,Hops other yield measured in lb acre,yieldHopsOther,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops palisade r ycr 4 yield,yieldHopsPalisadeRYcr4,Hops palisade r ycr 4 yield measured in lb acre,yieldHopsPalisadeRYcr4,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops saaz yield,yieldHopsSaaz,Hops saaz yield measured in lb acre,yieldHopsSaaz,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops sabro r hbc 438 yield,yieldHopsSabroRHbc438,Hops sabro r hbc 438 yield measured in lb acre,yieldHopsSabroRHbc438,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops simcoe r ycr 14 yield,yieldHopsSimcoeRYcr14,Hops simcoe r ycr 14 yield measured in lb acre,yieldHopsSimcoeRYcr14,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops sultana yield,yieldHopsSultana,Hops sultana yield measured in lb acre,yieldHopsSultana,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops talus r hbc 692 yield,yieldHopsTalusRHbc692,Hops talus r hbc 692 yield measured in lb acre,yieldHopsTalusRHbc692,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops triumph yield,yieldHopsTriumph,Hops triumph yield measured in lb acre,yieldHopsTriumph,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops willamette yield,yieldHopsWillamette,Hops willamette yield measured in lb acre,yieldHopsWillamette,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Hops zappa tm yield,yieldHopsZappaTm,Hops zappa tm yield measured in lb acre,yieldHopsZappaTm,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Lentils yield,yieldLentils,Lentils yield measured in lb acre,yieldLentils,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Mint peppermint oil yield,yieldMintPeppermintOil,Mint peppermint oil yield measured in lb acre,yieldMintPeppermintOil,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Mint spearmint oil yield,yieldMintSpearmintOil,Mint spearmint oil yield measured in lb acre,yieldMintSpearmintOil,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Peas dry edible yield,yieldPeasDryEdible,Peas dry edible yield measured in lb acre,yieldPeasDryEdible,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Wheat spring excl durum yield,yieldWheatSpringExclDurum,Wheat spring excl durum yield measured in bu acre,yieldWheatSpringExclDurum,bu/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Canola yield,yieldCanola,Canola yield measured in lb acre,yieldCanola,lb/acre
production,production margins,yield,SURVEY,YIELD,,,take all statisticcat_desc yield,Tobacco air cured dark class 3 b yield,yieldTobaccoAirCuredDarkClass3B,Tobacco air cured dark class 3 b yield measured in lb acre,yieldTobaccoAirCuredDarkClass3B,lb/acre
